,nivel_experiencia,tipo_emprego,titulo_trabalho,salario_em_dolar,residencia_empregado,percentual_remoto,local_empresa,tamanho_empresa
3527,EN,FT,Data Scientist,13400,UA,100,UA,L
3528,MI,FT,Data Scientist,75774,CA,100,CA,L
3529,MI,FT,Data Scientist,150000,US,100,US,M
3530,MI,FT,Data Science Consultant,103000,US,100,US,L
3531,SE,FT,Data Engineer,153000,US,100,US,L
3532,MI,FT,Data Engineer,90000,US,100,US,L
3533,EN,FT,Data Analyst,90000,US,100,US,S
3534,EN,FT,Data Analyst,60000,US,100,US,S
3535,MI,FT,Data Scientist,50000,NG,100,NG,L
3536,EN,PT,AI Scientist,12000,PK,100,US,M
3537,MI,PT,3D Computer Vision Researcher,5409,IN,50,IN,M
3539,MI,FT,Applied Data Scientist,54238,GB,50,CA,L
3540,MI,FT,Machine Learning Engineer,47282,ES,100,ES,S
3541,EX,FT,Director of Data Science,153667,IT,100,PL,L
3542,MI,FT,Data Engineer,28476,PL,100,PL,L
3543,MI,FT,Data Analytics Engineer,110000,US,100,US,L
3544,EN,FT,Research Scientist,82528,GB,50,GB,L
3545,EN,FT,Machine Learning Engineer,250000,US,50,US,L
3546,EN,FT,Data Analyst,59102,FR,50,FR,M
3547,SE,FT,Data Analyst,80000,BG,100,US,S
3548,EN,FT,Data Analyst,10000,NG,100,NG,S
3549,EN,FT,Machine Learning Engineer,138000,US,100,US,S
3550,MI,FT,Data Engineer,140000,US,100,US,L
3551,SE,FT,Data Analytics Engineer,79197,DE,100,DE,L
3552,SE,FT,Lead Data Analyst,170000,US,100,US,L
3553,EN,FT,Data Analyst,80000,US,100,US,M
3554,MI,FT,Data Scientist,45760,PH,100,US,S
3555,MI,FT,BI Data Analyst,100000,US,100,US,M
3556,SE,FT,Data Scientist,53192,FR,50,FR,L
3557,EX,FT,Head of Data,235000,US,100,US,L
3558,EX,FT,BI Data Analyst,150000,IN,100,US,L
3559,EX,FT,Data Engineer,79833,ES,50,ES,L
3560,EN,FT,Machine Learning Scientist,225000,US,100,US,L
3561,EN,FT,Data Science Consultant,76833,DE,100,DE,S
3562,MI,FT,Machine Learning Infrastructure Engineer,50180,PT,0,PT,M
3563,SE,FT,Marketing Data Analyst,88654,GR,100,DK,L
3564,SE,FT,Lead Data Engineer,103160,GB,100,GB,S
3565,SE,FT,Data Engineer,113476,GB,100,GB,M
3566,SE,FT,Machine Learning Engineer,94564,DE,50,DE,L
3567,EN,FT,Data Engineer,30428,IN,100,IN,L
3568,SE,FT,Data Engineer,150000,US,100,US,M
3569,SE,FT,Data Engineer,115000,US,100,US,S
3570,MI,FT,Research Scientist,187442,CA,100,CA,L
3571,MI,FT,Data Analyst,51519,GB,50,GB,L
3572,MI,FT,Data Engineer,106000,US,100,US,L
3573,MI,FT,Data Engineer,112872,GB,50,GB,L
3574,MI,FT,BI Data Analyst,36259,HU,50,US,L
3575,SE,FT,Data Engineer,150000,US,100,US,L
3576,EN,PT,ML Engineer,15966,DE,100,DE,S
3577,MI,FT,Computer Vision Software Engineer,95746,DE,100,US,S
3578,EN,FT,Computer Vision Software Engineer,70000,US,100,US,M
3579,MI,FT,Data Scientist,76958,GB,100,GB,S
3580,MI,FT,Cloud Data Engineer,89294,SG,50,SG,L
3581,EN,FT,Data Scientist,29751,IN,50,IN,L
3582,SE,FT,Lead Data Engineer,276000,US,0,US,L
3583,SE,FT,Data Engineer,188000,US,100,US,L
3584,SE,FT,Cloud Data Engineer,160000,BR,100,US,S
3585,MI,FT,Data Scientist,105000,US,100,US,L
3586,MI,FT,Data Engineer,200000,US,100,US,L
3587,SE,FT,Data Engineer,174000,US,100,US,L
3588,MI,FT,Data Analyst,93000,US,100,US,L
3589,EN,FT,Data Scientist,28399,IN,100,IN,M
3590,SE,FT,Research Scientist,60757,PT,50,PT,L
3591,EN,FT,Data Scientist,90000,US,100,US,S
3592,MI,FT,Data Engineer,70139,FR,50,FR,L
3593,EN,FT,Data Analyst,6072,IN,0,IN,S
3594,SE,FT,Data Engineer,33511,MX,0,MX,S
3595,SE,FT,Principal Data Analyst,170000,US,100,US,M
3596,SE,FT,Data Engineer,96282,GB,50,GB,L
3597,MI,FT,Data Engineer,12103,TR,0,TR,M
3598,EN,FT,Data Scientist,36643,FR,50,FR,L
3599,MI,FT,Data Engineer,72212,GB,50,GB,L
3600,EN,FT,Data Analyst,91000,US,100,US,L
3601,SE,FT,Big Data Architect,99703,CA,50,CA,M
3602,SE,FT,Data Scientist,165000,US,100,US,L
3603,MI,FT,Data Analyst,80000,US,100,US,L
3604,SE,FT,Data Scientist,103691,CA,100,CA,L
3605,EN,FT,Data Engineer,21637,IN,50,IN,M
3606,EN,FT,Research Scientist,42000,NL,50,NL,L
3607,MI,FT,Lead Data Scientist,115000,AE,0,AE,L
3608,MI,FT,Research Scientist,63810,CA,100,CA,M
3609,SE,FT,Machine Learning Scientist,260000,JP,0,JP,S
3610,MI,FT,Head of Data Science,110000,US,0,US,S
3611,MI,FT,Data Architect,180000,US,100,US,L
3612,SE,FT,Data Analyst,200000,US,100,US,L
3613,SE,FT,Big Data Engineer,109024,GB,50,GB,M
3614,SE,FT,Data Engineer,200000,US,100,US,L
3615,SE,FT,ML Engineer,256000,US,100,US,S
3616,MI,FT,Data Engineer,110000,US,100,US,L
3617,MI,FT,Data Scientist,79833,DE,0,DE,L
3618,EN,FT,Data Engineer,72500,US,100,US,L
3619,SE,FT,Machine Learning Engineer,185000,US,50,US,L
3620,MI,PT,Data Engineer,69741,NL,100,NL,L
3621,EN,FT,Research Scientist,100000,JE,0,CN,L
3622,MI,FT,Data Engineer,112000,US,100,US,L
3623,SE,FT,Machine Learning Engineer,150000,US,50,US,L
3624,SE,FT,Data Scientist,20171,TR,50,TR,L
3625,SE,FT,AI Scientist,55000,ES,100,ES,L
3626,EN,FT,Data Scientist,58000,US,50,US,L
3627,EN,FT,Data Scientist,100000,US,100,US,M
3628,SE,FT,Data Scientist,77684,FR,50,FR,M
3629,EN,FT,Machine Learning Engineer,85000,NL,100,DE,S
3630,EN,FT,Data Science Consultant,76833,DE,0,DE,L
3632,EN,FT,Data Analyst,72000,US,100,US,L
3633,EN,FT,Data Engineer,65013,DE,50,DE,M
3634,MI,FT,Data Engineer,28016,TR,100,TR,M
3635,MI,FT,Data Engineer,111775,US,0,US,M
3636,MI,FT,Data Engineer,93150,US,0,US,M
3637,SE,FT,Lead Data Engineer,160000,PR,50,US,S
3638,MI,FT,Data Scientist,25532,RS,100,DE,S
3639,SE,FT,Machine Learning Engineer,66265,IN,0,IN,L
3640,MI,FT,Data Scientist,16904,IN,100,IN,S
3641,SE,FT,Data Analyst,63831,DE,50,DE,L
3642,SE,FT,Lead Data Scientist,190000,US,100,US,S
3643,EX,FT,Director of Data Science,141846,DE,0,DE,L
3644,EN,FT,Big Data Engineer,16228,IN,100,IN,L
3645,SE,FT,Data Analyst,71786,CA,100,CA,M
3646,MI,FT,Data Scientist,35735,HU,50,HU,L
3647,SE,FT,Data Scientist,135000,US,0,US,L
3648,EN,FT,Machine Learning Engineer,24823,DE,50,DE,M
3649,SE,FT,Data Science Manager,54094,IN,50,US,L
3650,SE,FT,Machine Learning Engineer,24342,IN,100,IN,L
3651,EN,FT,BI Data Analyst,9272,KE,100,KE,S
3652,MI,FT,Data Scientist,147000,US,50,US,L
3653,SE,FT,Research Scientist,96113,CA,50,CA,L
3654,SE,FT,Data Science Manager,174000,US,100,US,L
3655,MI,FT,Business Data Analyst,135000,US,100,US,L
3656,EN,FT,Machine Learning Engineer,21844,CO,50,CO,M
3657,SE,FT,Lead Data Engineer,125000,NZ,50,NZ,S
3658,EN,FT,Data Scientist,51321,FR,0,FR,S
3659,MI,FT,Data Scientist,40481,IN,0,IN,L
3660,EX,FT,Data Science Consultant,69741,FR,100,ES,S
3661,SE,FT,Data Analytics Engineer,50000,VN,100,GB,M
3662,EN,FT,Data Scientist,39916,FR,0,FR,M
3663,MI,FT,Lead Data Analyst,87000,US,100,US,L
3664,MI,FT,Data Engineer,26005,RO,0,US,L
3665,MI,FT,Data Scientist,90734,DE,50,DE,L
3666,MI,FT,Big Data Engineer,22611,IN,0,IN,L
3667,MI,FT,Data Scientist,5679,IN,100,US,S
3668,EN,FT,Machine Learning Engineer,81000,US,50,US,S
3669,MI,FT,Data Scientist,40038,CL,100,CL,L
3670,EN,FT,Data Science Consultant,90000,US,100,US,S
3671,MI,FT,Data Scientist,61467,DE,50,AT,M
3672,SE,FT,Machine Learning Infrastructure Engineer,195000,US,100,US,M
3673,MI,FT,Data Scientist,37825,ES,100,ES,L
3674,MI,FT,Data Analyst,85000,US,100,US,L
3676,SE,FT,Machine Learning Scientist,225000,US,100,CA,L
3677,MI,FT,Data Scientist,56256,GB,50,GB,L
3678,MI,FT,Data Scientist,33808,IN,0,IN,M
3679,MI,FT,Data Scientist,116914,GB,50,GB,L
3680,MI,FT,Machine Learning Engineer,46597,PL,100,PL,L
3681,MI,FT,Data Analyst,8000,PK,50,PK,L
3682,EN,FT,Data Engineer,41689,JP,100,JP,S
3683,SE,FT,Big Data Engineer,114047,PL,100,GB,S
3684,MI,FT,Machine Learning Engineer,88654,BE,100,BE,M
3685,EN,FT,Data Science Consultant,5707,IN,50,IN,M
3686,MI,FT,Lead Data Engineer,56000,PT,100,US,M
3687,EN,PT,Computer Vision Engineer,28609,DK,50,DK,S
3688,MI,FT,Data Scientist,88654,DE,50,DE,L
3689,MI,FT,Product Data Analyst,6072,IN,100,IN,L
3690,SE,FT,Data Engineer,47899,GR,50,GR,L
3691,MI,FT,BI Data Analyst,98000,US,0,US,M
3692,MI,FT,Data Engineer,66022,HK,50,GB,S
3693,MI,FT,Research Scientist,56738,FR,50,FR,S
3694,MI,FT,Machine Learning Engineer,24823,SI,50,SI,L
3695,SE,FT,Data Analytics Manager,120000,US,0,US,L
3697,EX,FT,Director of Data Science,325000,US,100,US,L
3698,SE,FT,Machine Learning Engineer,200000,US,100,US,L
3699,EN,FT,AI Scientist,45896,DK,50,DK,S
3700,MI,FT,Data Scientist,160000,US,100,US,L
3701,SE,FT,Research Scientist,50000,FR,100,US,S
3702,MI,FT,Data Science Engineer,40189,GR,100,GR,M
3703,MI,FT,Data Scientist,12901,BR,0,BR,S
3704,SE,FT,Data Engineer,165000,US,0,US,M
3705,EN,FT,Big Data Engineer,5882,IN,0,CH,L
3706,MI,FT,Data Scientist,42197,FR,50,FR,S
3707,SE,FT,Principal Data Engineer,185000,US,100,US,L
3708,EN,FT,Data Scientist,62726,DE,50,DE,S
3709,MI,FT,Data Scientist,90734,DE,50,DE,L
3710,EN,PT,Data Scientist,21669,IT,50,IT,S
3711,MI,FT,Data Engineer,110000,US,100,US,L
3712,SE,FT,Data Analytics Manager,140000,US,100,US,L
3713,SE,FT,Data Scientist,120000,US,50,US,L
3714,SE,FT,Data Scientist,87738,CA,100,CA,S
3715,SE,FT,Finance Data Analyst,61896,GB,50,GB,L
3717,SE,FT,Data Engineer,76833,RO,50,GB,S
3718,MI,FT,Machine Learning Engineer,74000,JP,50,JP,S
3719,SE,FT,Data Science Manager,152000,US,100,FR,L
3720,MI,FT,Big Data Engineer,18000,MD,0,MD,S
3722,MI,FT,Data Scientist,130000,US,50,US,L
3723,SE,FT,Computer Vision Engineer,18907,BR,0,BR,M
3724,EN,FT,Business Data Analyst,59102,LU,100,LU,L
3725,SE,FT,Principal Data Scientist,173762,DE,100,DE,M
3726,SE,FT,Principal Data Scientist,148261,DE,100,DE,M
3727,MI,FT,Data Scientist,38776,ES,100,ES,M
3728,MI,FT,Data Scientist,46809,ES,100,ES,M
3729,EN,FT,AI Scientist,18053,IN,100,AS,S
3730,SE,FT,Data Scientist,91237,AT,0,AT,S
3731,MI,FT,Data Scientist,62726,FR,50,LU,S
3732,MI,FT,Data Scientist,115000,US,50,US,L
3733,SE,FT,Principal Data Scientist,235000,US,100,US,L
3734,MI,FT,Lead Data Analyst,19609,IN,100,IN,L
3735,EN,PT,AI Scientist,12000,BR,100,US,S
3736,MI,FT,Data Analyst,75000,US,0,US,L
3737,MI,FT,Data Analyst,62000,US,0,US,L
3738,MI,FT,Data Scientist,73000,US,0,US,L
3739,MI,FT,Data Engineer,45391,NL,100,NL,L
3740,SE,FT,Data Science Manager,190200,US,100,US,M
3741,MI,FT,Data Scientist,118000,US,100,US,M
3742,MI,FT,Data Scientist,138350,US,100,US,M
3743,MI,FT,Data Engineer,130800,ES,100,US,M
3744,SE,FT,Machine Learning Engineer,45618,HR,100,HR,S
3745,SE,FT,Director of Data Science,168000,JP,0,JP,S
3746,MI,FT,Data Scientist,119059,SG,100,IL,M
3747,MI,FT,Applied Machine Learning Scientist,423000,US,50,US,L
3748,MI,FT,Data Engineer,28369,MT,50,MT,L
3749,SE,FT,Data Specialist,165000,US,100,US,L
3750,SE,FT,Data Scientist,412000,US,100,US,L
3751,MI,FT,Principal Data Scientist,151000,US,100,US,L
3752,EN,FT,Data Scientist,105000,US,100,US,S
3754,SE,FT,Data Science Manager,94665,IN,50,IN,L
